Chains level	B1-P	B2-P	B3-P	C1-P	C2-P	C3-P	E1-P	E2-P	E3-P	A1-P	A2-P	A3-P
Label	LcS	LcS	LcS	LcS	LcS	LcS	WS	WS	WS	WS	WS	WS
FA 37:0	0	0	0	0	0	0	1E-05	0	0	0	0	0
FA 4:0	1E-05	1E-05	0	0	1E-05	1E-05	2E-05	2E-05	2E-05	5E-05	5E-05	3E-05
FA 42:7	8E-05	9E-05	9E-05	1E-05	2E-05	1E-05	1E-05	0	0	0.00025	0.00026	0.00015
FA 44:10	2E-05	3E-05	3E-05	0	0	0	1E-05	0	0	0.00073	9E-05	0.00027
FA 44:11	0.00023	0.00023	0.00022	5E-05	7E-05	4E-05	0.00021	0.00014	0.00019	0.00039	0.00012	0.00027
FA 44:12	8E-05	9E-05	9E-05	5E-05	4E-05	3E-05	2E-05	1E-05	1E-05	0.00039	0.00037	0.00022
FA 44:5	4E-05	3E-05	2E-05	3E-05	4E-05	3E-05	0.0001	0.00011	0.0001	0.00067	0.00119	0.00052
FA 44:6	0.00041	5E-05	4E-05	4E-05	2E-05	1E-05	5E-05	3E-05	3E-05	0.00021	0.00033	0.00015
FA 44:8	0	0	0	1E-05	1E-05	0	0	0	0	4E-05	2E-05	3E-05
FAHFA 10:0_10:0;O	0.00018	6E-05	0.00014	1E-05	6E-05	6E-05	3E-05	1E-05	4E-05	0.00054	8E-05	0.00015
FAHFA 11:0_17:3;O	0	0	1E-05	1E-05	3E-05	2E-05	3E-05	5E-05	4E-05	0.00017	0.00022	0.0001
FAHFA 12:0_17:2;O	0	0	6E-05	3E-05	0	0	1E-05	1E-05	1E-05	0.00015	0.00014	6E-05
FAHFA 12:0_17:3;O	0	0	0	0	0	0	1E-05	0	0	0.00036	0.00041	0.00021
FAHFA 13:0_17:2;O	0	0	0	0	0	1E-05	1E-05	2E-05	2E-05	0.00011	0.00011	6E-05
FAHFA 13:0_17:3;O	6E-05	5E-05	5E-05	5E-05	6E-05	6E-05	0.0001	0.00012	0.00011	0.00037	0.00041	0.00019
FAHFA 14:0_18:1;O	0	0	0	0	0	0	0	1E-05	0	0.00011	9E-05	7E-05
FAHFA 14:0_19:0;O	0	0.00011	0	0	0	0	0	0	0	7E-05	4E-05	7E-05
FAHFA 15:0_18:1;O	0.00014	0.00013	0.00014	6E-05	8E-05	7E-05	0	0	1E-05	0.00028	0.00035	0.00019
FAHFA 15:0_18:2;O	1E-05	1E-05	1E-05	0	1E-05	1E-05	0.0005	0.0003	0.0003	0.00094	0.00101	0.00057
FAHFA 15:0_19:0;O	0.00067	0.00066	0.00066	0.00054	0.00118	0.00099	0.0002	0.00041	0.0004	0.00158	0.002	0.00105
FAHFA 16:0_10:0;O	1E-05	1E-05	1E-05	0	0	0	0.00011	0.00011	0.00011	0.00019	0.00022	0.0001
FAHFA 16:0_16:0;O	1E-05	1E-05	2E-05	0	0	0	1E-05	0	1E-05	0.0001	0.00013	7E-05
FAHFA 16:0_18:1;O	0.00014	0.00011	0.00013	1E-05	7E-05	3E-05	7E-05	6E-05	3E-05	0.00277	0.00422	0.00197
FAHFA 16:0_18:2;O	0.00045	0.00047	0.00049	0.00016	0.00021	0.00025	0.00143	0.00186	0.00195	0.02046	0.01801	0.0133
FAHFA 16:0_19:0;O	0.01223	0.01278	0.01231	0.0116	0.01496	0.01288	0.00625	0.007	0.0069	0.03354	0.03857	0.02171
FAHFA 16:0_24:1;O	1E-05	1E-05	1E-05	1E-05	2E-05	2E-05	2E-05	2E-05	1E-05	0.00017	0.00016	0.00011
FAHFA 16:0_8:0;O	1E-05	0	2E-05	1E-05	1E-05	2E-05	6E-05	0.00045	0.00043	0.00026	0.00031	0.00015
FAHFA 16:0_9:0;O	1E-05	1E-05	0	2E-05	2E-05	2E-05	8E-05	0.00012	5E-05	0.00026	0.00032	0.00014
FAHFA 16:1_18:2;O	5E-05	5E-05	4E-05	4E-05	1E-05	5E-05	0.00025	0.00032	0.00032	0.00536	0.00309	0.00326
FAHFA 16:1_19:0;O	0.00074	0.0004	0.00027	0.0001	0.00042	0.00019	0.00016	0.00016	0.00015	0.00178	0.0021	0.00109
FAHFA 16:2_18:2;O	1E-05	1E-05	1E-05	0	0	0	2E-05	3E-05	3E-05	0.0006	0.00047	0.00033
FAHFA 17:0_18:2;O	0.00013	0.00013	0.00015	6E-05	8E-05	7E-05	3E-05	1E-05	3E-05	0.0005	0.00055	0.00031
FAHFA 17:1_18:2;O	0	0	0	0	0	0	0	2E-05	0	2E-05	5E-05	4E-05
FAHFA 17:2_18:2;O	0	0	0	0	1E-05	0	1E-05	0.00015	0.00014	0.00048	0.00027	0.00029
FAHFA 18:0_18:0;O	3E-05	3E-05	3E-05	0	0	0	0	0	0	2E-05	1E-05	2E-05
FAHFA 18:0_18:1;O	1E-05	0.0002	1E-05	0	5E-05	0	1E-05	1E-05	1E-05	0.00022	0.00023	0.00014
FAHFA 18:0_18:2;O	0.0001	7E-05	0.0001	1E-05	1E-05	2E-05	0.0001	0.00011	0.00011	0.0027	0.00353	0.00186
FAHFA 18:0_19:0;O	0.00055	0.00058	0.00058	0.00019	0.00031	0.00024	0.0003	0.00031	0.0003	0.00396	0.00478	0.00248
FAHFA 18:1_10:0;O	2E-05	3E-05	2E-05	0	1E-05	0	0.00031	0.00027	0.00029	0.00067	0.00066	0.00033
FAHFA 18:1_14:0;O	0	1E-05	0	0	0	0	0	1E-05	0	4E-05	5E-05	2E-05
FAHFA 18:1_17:2;O	0	0	1E-05	1E-05	1E-05	1E-05	0.00021	0.00022	0.00021	0.00019	0.00024	0.0001
FAHFA 18:1_18:0;O	0.0002	0.00019	0.0002	4E-05	5E-05	5E-05	1E-05	1E-05	1E-05	0.00091	0.00118	0.00064
FAHFA 18:1_18:1;O	0.0022	0.00219	0.00022	0.00019	6E-05	7E-05	0.00061	0.00039	0.0007	0.01631	0.02376	0.01141
FAHFA 18:1_18:2;O	0.00051	0.00056	0.00062	0.00015	0.00017	0.00018	0.00184	0.00423	0.0041	0.05963	0.04756	0.04046
FAHFA 18:1_19:0;O	0.01993	0.02084	0.01976	0.00543	0.00804	0.007	0.00792	0.00968	0.00939	0.07296	0.06735	0.04659
FAHFA 18:1_19:1;O	2E-05	2E-05	2E-05	1E-05	1E-05	1E-05	4E-05	1E-05	0.00032	0.0008	0.00075	0.00049
FAHFA 18:1_19:2;O	0	0	0	0	0	0	3E-05	3E-05	3E-05	0.00026	0.00024	0.00015
FAHFA 18:1_19:5;O	0	1E-05	0	0	0	1E-05	7E-05	3E-05	0.00024	5E-05	0	0
FAHFA 18:1_21:0;O	9E-05	9E-05	9E-05	0	1E-05	4E-05	1E-05	0.00011	0.00012	0.00033	0.00018	0.00021
FAHFA 18:1_22:5;O	0.00017	0.0002	6E-05	0	6E-05	8E-05	2E-05	0	0.0002	0.00045	0.00048	0.0002
FAHFA 18:1_24:0;O	0	0	0	0	1E-05	0	0	1E-05	1E-05	9E-05	0.0001	6E-05
FAHFA 18:1_24:1;O	0.00012	1E-05	1E-05	1E-05	5E-05	4E-05	3E-05	1E-05	1E-05	0.00061	0.00057	0.00039
FAHFA 18:1_24:6;O	0	0	0	0	0	0	1E-05	1E-05	1E-05	0.00016	0.00023	0.0001
FAHFA 18:1_26:1;O	0	0	0	0	0	0	0	0	0	6E-05	6E-05	5E-05
FAHFA 18:1_28:6;O	2E-05	3E-05	4E-05	2E-05	4E-05	2E-05	7E-05	6E-05	7E-05	0.00066	0.00081	0.00047
FAHFA 18:1_8:0;O	0	0	3E-05	4E-05	0	0	0.00045	0.0005	0.00052	0.00146	0.00162	0.00087
FAHFA 18:1_9:0;O	0	1E-05	1E-05	0	1E-05	0	7E-05	9E-05	8E-05	0.00026	0.00087	0.0003
FAHFA 18:2_10:0;O	0.0001	0.0001	9E-05	3E-05	3E-05	4E-05	8E-05	1E-05	0.00011	0.0023	0.00259	0.00131
FAHFA 18:2_16:0;O	5E-05	6E-05	6E-05	4E-05	0.00011	5E-05	2E-05	2E-05	3E-05	0.00074	0.00045	0.0004
FAHFA 18:2_18:2;O	2E-05	1E-05	1E-05	1E-05	1E-05	1E-05	5E-05	0	0	0.00078	0.00073	0.00048
FAHFA 18:2_19:0;O	0.01296	0.01355	0.00997	0.00256	0.00364	0.00302	0.00226	0.00217	0.0023	0.03944	0.03799	0.03452
FAHFA 18:2_19:1;O	2E-05	3E-05	3E-05	3E-05	3E-05	3E-05	0	0	0	0.0002	0.00027	0.00014
FAHFA 18:2_20:2;O	0	0	2E-05	0	1E-05	0	0	0	0	0.00012	0.00012	7E-05
FAHFA 18:2_21:5;O	1E-05	0.00017	3E-05	1E-05	0.0001	9E-05	3E-05	0.0003	0.00029	0.0002	0.00047	0.00013
FAHFA 18:2_24:1;O	5E-05	5E-05	0.0001	7E-05	7E-05	8E-05	1E-05	1E-05	1E-05	0.00101	0.00105	0.0007
FAHFA 18:2_25:1;O	3E-05	3E-05	3E-05	0.0001	0.00012	0.0001	0	0	0	0.00028	0.00029	0.0002
FAHFA 18:2_26:1;O	1E-05	1E-05	1E-05	3E-05	3E-05	2E-05	0	3E-05	3E-05	0.00021	0.00018	0.00013
FAHFA 18:2_26:6;O	0.00012	0.00012	0.00012	5E-05	6E-05	4E-05	1E-05	4E-05	2E-05	0.00163	0.00197	0.00106
FAHFA 18:2_28:6;O	8E-05	7E-05	7E-05	0.0001	0.0001	0.0001	2E-05	3E-05	3E-05	0.00065	0.00109	0.00048
FAHFA 18:2_8:0;O	5E-05	4E-05	4E-05	4E-05	0	4E-05	0.00015	0.0003	0.00028	0.00365	0.00437	0.00212
FAHFA 18:2_9:0;O	4E-05	5E-05	4E-05	4E-05	6E-05	5E-05	6E-05	8E-05	9E-05	0.00159	0.0017	0.00088
FAHFA 18:3_19:0;O	8E-05	8E-05	8E-05	3E-05	3E-05	4E-05	0.00106	0.0013	0.00131	0.00504	0.00524	0.00293
FAHFA 18:4_19:1;O	1E-05	1E-05	1E-05	2E-05	0	0	0	2E-05	2E-05	8E-05	9E-05	6E-05
FAHFA 19:0_14:1;O	0	0	0	1E-05	0	0	3E-05	5E-05	4E-05	0.0002	0.00024	0.00014
FAHFA 19:0_15:1;O	0.00108	0.00118	0.00111	0.00031	0.00041	0.00039	0.00038	0.0004	0.00039	0.00545	0.00701	0.00368
FAHFA 19:0_17:2;O	0.00209	0.00209	0.00194	0.00024	0.00064	0.00056	0.00014	8E-05	0.00014	0.01401	0.01978	0.00974
FAHFA 19:0_17:3;O	0.00042	0.00041	0.00043	8E-05	0.00014	0.00015	0.00043	0.00026	0.0005	0.01819	0.01428	0.0119
FAHFA 19:0_18:1;O	0.00841	0.00855	0.00823	0.00252	0.00322	0.0028	0.00089	0.00105	0.00111	0.03495	0.03356	0.02348
FAHFA 19:0_18:2;O	0.01382	0.01425	0.01356	0.00374	0.00454	0.00388	0.00237	0.00285	0.00289	0.03698	0.03406	0.02341
FAHFA 19:0_21:4;O	7E-05	8E-05	8E-05	3E-05	3E-05	3E-05	1E-05	2E-05	2E-05	0.00051	0.00053	0.00031
FAHFA 19:0_22:5;O	0	0	1E-05	0	0	0	1E-05	1E-05	1E-05	6E-05	0	1E-05
FAHFA 19:0_26:0;O	0	0	0	7E-05	0	0	0	0	2E-05	5E-05	0.00013	9E-05
FAHFA 19:1_13:1;O	0	0	0	2E-05	0	0	2E-05	3E-05	4E-05	0.00053	0.00041	0.00034
FAHFA 19:1_15:1;O	0	0.00045	2E-05	2E-05	0.00021	1E-05	4E-05	3E-05	3E-05	0.00171	0.00205	0.00123
FAHFA 19:1_17:2;O	4E-05	2E-05	3E-05	0	1E-05	1E-05	0.00152	0.00423	0.0041	0.01177	0.01396	0.00787
FAHFA 19:1_17:3;O	0.0018	0.00191	0.00212	0.00029	0.00047	0.00048	0.004	0.00462	0.00504	0.06179	0.05604	0.04174
FAHFA 19:1_18:1;O	1E-05	1E-05	0	0	0	0	0.00041	0.00038	0.00045	0.00138	0.00126	0.00083
FAHFA 19:1_18:2;O	0.00071	0.00084	0.0007	0.00026	0.00029	0.00031	0.00128	0.00113	0.0016	0.00413	0.00636	0.00363
FAHFA 19:1_19:0;O	0.00069	0.0005	0.00069	0.00043	0.00047	0.00035	0.00011	0.00076	0.00074	0.00013	0.00155	0.00019
FAHFA 19:1_19:1;O	5E-05	6E-05	9E-05	2E-05	4E-05	3E-05	2E-05	0	0	0.00047	0.0004	0.00025
FAHFA 19:2_18:2;O	7E-05	8E-05	8E-05	1E-05	1E-05	2E-05	0.00057	0.00053	0.00062	0.00373	0.00396	0.00198
FAHFA 19:3_11:0;O	0.00061	0.00021	0.00048	0.00085	0.00124	0.001	0.00235	0.00218	0.00199	0.0009	0.00026	0.00034
FAHFA 19:3_18:3;O	4E-05	1E-05	0.00016	1E-05	3E-05	3E-05	9E-05	0.00017	0.00016	0.00058	0.00131	0.00041
FAHFA 19:4_18:2;O	7E-05	3E-05	6E-05	4E-05	6E-05	6E-05	6E-05	5E-05	8E-05	0.00011	2E-05	5E-05
FAHFA 19:4_18:3;O	1E-05	1E-05	1E-05	0	2E-05	0	0	0	1E-05	8E-05	0.00017	6E-05
FAHFA 19:5_18:3;O	5E-05	4E-05	4E-05	5E-05	6E-05	6E-05	0.00013	0.00017	4E-05	0.00011	6E-05	4E-05
FAHFA 2:0_16:0;O	0.00012	9E-05	0.00015	0.00021	0.00039	0.00043	4E-05	0.00025	0.00021	5E-05	9E-05	2E-05
FAHFA 2:0_17:2;O	0.00049	0.00022	0.00046	0.00022	0.00051	0.00044	0.00066	0.00099	0.00112	0.00174	0.00217	0.00073
FAHFA 2:0_19:2;O	0.00013	0.00012	0.00012	0.0001	0.00012	0.0001	4E-05	0.00011	0.00124	0.00041	0.00023	0.00014
FAHFA 2:0_24:3;O	1E-05	4E-05	1E-05	1E-05	2E-05	1E-05	2E-05	4E-05	3E-05	0.00022	0.00019	0.00011
FAHFA 20:0_14:1;O	3E-05	8E-05	5E-05	1E-05	1E-05	1E-05	0	0	0	4E-05	6E-05	3E-05
FAHFA 20:0_19:0;O	0.0001	0.00013	0.0001	3E-05	3E-05	3E-05	3E-05	4E-05	3E-05	0.00053	0.00075	0.0004
FAHFA 20:1_18:2;O	0	0	0	0	0	0	0.00026	1E-05	0.00051	0.0001	0.00033	3E-05
FAHFA 20:1_19:0;O	0.00016	0.00017	0.00016	6E-05	8E-05	7E-05	3E-05	6E-05	7E-05	0.00058	0.0003	0.00036
FAHFA 20:5_20:4;O	0	0	5E-05	7E-05	6E-05	9E-05	0.00033	0.00029	0.00024	0.00037	0.00039	0.00039
FAHFA 21:3_20:4;O	0	0	0	0	0	0	0	0	1E-05	0	9E-05	0
FAHFA 21:4_20:3;O	0.00015	0.00016	0.00015	4E-05	4E-05	4E-05	0.0001	4E-05	4E-05	0.0004	0.00042	0.00024
FAHFA 21:5_18:2;O	0.0004	0.0011	0.00047	0.00032	0.00062	0.00049	3E-05	0.00144	0.00128	0.00378	0.0039	0.00382
FAHFA 21:5_18:3;O	0.00047	0.00261	0.00114	0.00079	0.0011	0.00092	0.00034	0.00114	0.00168	0.00333	0.0065	0.00304
FAHFA 21:5_19:0;O	0.00146	0.00167	0.00168	0.00025	0.00026	0.00045	0.00035	0.00103	0.00058	0.00892	0.01167	0.00491
FAHFA 21:5_20:5;O	4E-05	3E-05	1E-05	1E-05	1E-05	1E-05	3E-05	3E-05	3E-05	0.00032	0.00035	0.00021
FAHFA 21:5_22:6;O	6E-05	3E-05	6E-05	2E-05	0	0	0.00011	0.00014	7E-05	0.00026	7E-05	0.0001
FAHFA 21:5_25:0;O	2E-05	2E-05	2E-05	0	0	0	0	0	0	0.00016	0.00035	0.00012
FAHFA 22:0_19:0;O	5E-05	5E-05	5E-05	0	2E-05	1E-05	2E-05	2E-05	1E-05	0.00019	0.00029	0.00014
FAHFA 22:1_18:2;O	0	0	0	0	0	0	0	0	0	5E-05	2E-05	0
FAHFA 22:1_19:0;O	6E-05	5E-05	5E-05	2E-05	2E-05	3E-05	4E-05	1E-05	2E-05	0.00037	0.00051	0.00026
FAHFA 22:2_18:2;O	7E-05	8E-05	7E-05	3E-05	3E-05	2E-05	7E-05	9E-05	9E-05	0.00052	0.00046	0.00031
FAHFA 22:4_17:2;O	5E-05	2E-05	1E-05	9E-05	0.00012	9E-05	7E-05	0.00018	2E-05	0.00044	0.0007	0.0003
FAHFA 22:4_19:0;O	0.0001	6E-05	0.00081	0	0	0	0	0	1E-05	0.00039	0.00061	0.00019
FAHFA 22:4_19:3;O	6E-05	3E-05	3E-05	1E-05	4E-05	4E-05	0.00017	0.00026	0.00035	0.0005	0.00022	0.00013
FAHFA 22:5_15:1;O	9E-05	0.0001	6E-05	5E-05	4E-05	5E-05	0.00019	0.00018	0.0002	9E-05	0.00021	0.00011
FAHFA 22:5_17:2;O	0.00034	0.0005	0.0005	0.00016	0.00028	8E-05	0.00041	0.00074	0.00081	0.00473	0.00747	0.00341
FAHFA 22:5_18:1;O	0.00098	0.00094	0.00103	0.00163	0.00502	0.0043	0.00011	0.0014	0.00091	0.00785	0.00604	0.00414
FAHFA 22:5_18:4;O	0	0	0	0	0	0	4E-05	2E-05	5E-05	3E-05	0.0001	2E-05
FAHFA 22:5_19:0;O	0.00013	0.00019	0.00011	0	1E-05	1E-05	0.00014	2E-05	7E-05	0.00075	0.00105	0.00035
FAHFA 22:5_19:1;O	0.00012	4E-05	3E-05	3E-05	2E-05	6E-05	0.00051	0.00031	0.00035	0.00051	0.00019	8E-05
FAHFA 22:6_18:2;O	0.00033	0.00021	0.00031	0.00071	0.00086	0.00079	0.00047	0.00089	0.00053	0.00206	0.00104	0.00103
FAHFA 22:6_8:0;O	1E-05	1E-05	4E-05	4E-05	6E-05	4E-05	0.00016	0.00036	9E-05	0.00012	9E-05	6E-05
FAHFA 23:0_17:3;O	1E-05	1E-05	0	1E-05	2E-05	1E-05	1E-05	1E-05	1E-05	0.00018	0.0002	0.00012
FAHFA 23:1_19:0;O	8E-05	6E-05	3E-05	2E-05	2E-05	2E-05	5E-05	7E-05	4E-05	0.00042	0.00072	0.00031
FAHFA 24:0_19:0;O	0.00025	0.00031	0.00033	0.00019	0.00015	0.00014	0.0002	0.00022	0.00019	0.00182	0.00266	0.00145
FAHFA 24:1_18:1;O	0	0	0	0	0	0	0	0	0	4E-05	2E-05	2E-05
FAHFA 24:1_18:2;O	1E-05	1E-05	1E-05	0	0	0	7E-05	8E-05	7E-05	0.00017	0.00017	0.00011
FAHFA 24:1_19:0;O	0.0002	0.00021	0.00022	9E-05	0.00012	0.00011	0.00027	0.00029	0.00027	0.00215	0.00315	0.0016
FAHFA 24:1_8:0;O	0	0	0	0	0	0	2E-05	4E-05	2E-05	0.0001	0.00012	8E-05
FAHFA 24:2_26:5;O	0	0	0	0	0	0	5E-05	3E-05	3E-05	0.00011	0.00013	8E-05
FAHFA 25:1_19:0;O	5E-05	4E-05	5E-05	2E-05	3E-05	2E-05	3E-05	3E-05	3E-05	0.00022	0.00024	0.00016
FAHFA 26:0_18:1;O	1E-05	1E-05	1E-05	0	0	0	0	0	0	0.00031	0.00039	0.00014
FAHFA 26:1_19:0;O	0.0001	0.00011	0.00015	7E-05	0.00014	0.00011	0.00019	0.00017	0.00016	0.00071	0.00071	0.00052
FAHFA 26:6_18:2;O	0	1E-05	0	1E-05	4E-05	2E-05	1E-05	1E-05	2E-05	0.00096	0.00102	0.00075
FAHFA 28:6_17:2;O	0	0	0	4E-05	0	0	1E-05	1E-05	1E-05	0.00024	0.00032	0.00017
FAHFA 5:0_26:6;O	3E-05	3E-05	3E-05	0	3E-05	0	9E-05	0.00033	0.00037	0.00022	0.00011	6E-05
FAHFA 6:0_18:1;O	1E-05	1E-05	2E-05	1E-05	1E-05	1E-05	0.0003	0.00031	0.00035	0.00022	0.00029	0.00014
FAHFA 9:0_18:4;O	0	0	0	6E-05	0.0001	9E-05	0	0	0	0	0	0
HexCer 17:2;2O_17:0;O	0.00315	0.00331	0.00313	0.00379	0.00389	0.00363	0.0009	0.00114	0.00124	0.00314	0.00558	0.00211
HexCer 18:3;3O_24:0;(2OH)	0.00023	0.00023	0.00024	0.00012	0.00011	0.0001	4E-05	3E-05	6E-05	0.00013	0.00016	6E-05
HexCer 20:1;2O_15:1;O	0.00879	0.00905	0.00377	0.00354	0.00501	0.00665	0.00642	0.00492	0.00517	0.00376	0.00361	0.00532
HexCer 22:1;2O_17:1;O	3E-05	1E-05	3E-05	0	0	0	2E-05	2E-05	4E-05	2E-05	5E-05	2E-05
HexCer 22:2;2O_19:0;O	9E-05	9E-05	0.0001	3E-05	4E-05	4E-05	4E-05	1E-05	2E-05	4E-05	5E-05	3E-05
HexCer 24:1;3O(FA 18:1)	0	0	0	0	0	0	5E-05	2E-05	0	0	0	0
HexCer 24:2;3O(FA 18:2)	0.0001	0.00011	0.0001	9E-05	0.0001	5E-05	2E-05	5E-05	6E-05	1E-05	1E-05	0
HexCer 28:6;3O(FA 18:2)	0.00013	0.00012	0.00021	0.00012	0.00011	0.00013	3E-05	0	6E-05	1E-05	7E-05	1E-05
HexCer 31:2;3O(FA 18:2)	2E-05	2E-05	2E-05	1E-05	1E-05	1E-05	0	0	0	1E-05	0	0
HexCer 34:8;3O(FA 18:2)	0.00014	0.00015	0.00014	8E-05	6E-05	8E-05	7E-05	5E-05	0.00045	0.00022	0.00034	0.00015
HexCer 35:2;3O(FA 15:0)	1E-05	1E-05	1E-05	0	0	0	2E-05	2E-05	2E-05	3E-05	6E-05	4E-05
HexCer 35:2;3O(FA 18:2)	0.00031	0.00019	0.00029	0	0	1E-05	0	2E-05	3E-05	0.00082	8E-05	0.00061
HexCer 36:1;3O(FA 18:2)	0.00011	0.00017	0.00017	7E-05	0.0001	0.0001	0.00027	0.00012	0.00018	0.0003	0.00032	0.00022
HexCer 36:2;3O(FA 16:0)	0.00022	0.00024	0.00016	3E-05	0.0001	0.00011	0	0	0	0.00041	0.00072	0.00033
HexCer 36:2;3O(FA 18:1)	0	1E-05	1E-05	0	1E-05	1E-05	5E-05	4E-05	2E-05	6E-05	8E-05	5E-05
HexCer 36:3;3O(FA 16:0)	0	0	0	0.00034	0	0	4E-05	3E-05	2E-05	0.00168	0.00291	0
HexCer 36:3;3O(FA 18:1)	0.00131	0.00136	0.00133	0.00027	0.00055	0.00049	0.00012	0.00011	0.0001	0.00072	0.00229	0.0011
HexCer 37:2;3O(FA 18:1)	0	0	0	0	0	0	0	1E-05	1E-05	3E-05	3E-05	1E-05
HexCer 37:2;3O(FA 18:2)	1E-05	1E-05	1E-05	0	0	0	4E-05	0	0	4E-05	4E-05	3E-05
HexCer 37:5;3O(FA 18:2)	0.00015	0.00011	0.00015	6E-05	6E-05	6E-05	0	0	0	0.00019	0.00029	0.0001
HexCer 38:9;3O(FA 18:2)	7E-05	5E-05	8E-05	2E-05	2E-05	3E-05	6E-05	5E-05	5E-05	3E-05	0.00011	3E-05
HexCer 39:7;3O(FA 18:2)	0.00046	0.00049	0.00046	0.00027	0.00027	0.00025	0	0	0	0.00058	0.00066	0.00037
HexCer 54:4;3O(FA 18:2)	0	0	0	0	0	0	0	0	0	1E-05	2E-05	1E-05
LPA 18:1	4E-05	4E-05	3E-05	1E-05	2E-05	2E-05	0.00016	0.00028	0.00014	9E-05	0.00025	7E-05
LPA 18:2	0.00186	0.00124	0.00112	0.00085	0.00082	0.00072	0.002	0.00184	0.00168	0.00323	0.00971	0.0016
LPA 19:1	0.00027	0.00013	0.00018	4E-05	0.00011	0.0001	0.00064	0.00046	0.0002	0.00073	0.00064	0.00041
LPA 19:2	1E-05	1E-05	2E-05	0	5E-05	6E-05	0.00013	0.00014	8E-05	5E-05	6E-05	2E-05
LPA 20:0	0	0	0	0	0	1E-05	8E-05	4E-05	3E-05	0.00014	0.00014	6E-05
LPA 21:3	0.00095	0.00043	0.0006	0.00133	0.00168	0.00139	0.00134	0.00047	0.00062	0.00118	0.00061	0.00031
LPA 21:4	0.00014	6E-05	7E-05	0.00015	0.00018	0.00016	0.00032	0.00017	0.00025	0.00018	0.00025	4E-05
LPA 26:5	1E-05	1E-05	0	4E-05	2E-05	2E-05	0.00012	9E-05	0.00033	4E-05	7E-05	2E-05
LPC 18:1	0.00029	0.00101	6E-05	0.00012	0.00034	0.00032	3E-05	3E-05	3E-05	0.0005	0.00213	0.00031
LPC 19:1	0.00016	9E-05	0.0001	5E-05	8E-05	7E-05	3E-05	4E-05	5E-05	5E-05	7E-05	4E-05
LPC 24:1	1E-05	0	1E-05	0	1E-05	1E-05	0	0	4E-05	0.00011	0.00013	6E-05
LPE 16:0	0.00039	0.00036	0.00037	9E-05	0.0001	0.00011	0.00011	0.00033	0.00032	0.00035	0.00068	0.0002
LPE 18:1	0.0004	0.0004	0.00037	8E-05	0.0001	0.00011	1E-05	1E-05	1E-05	0.00018	0.00096	0.0001
LPE 18:2	0.00304	0.00304	0.00306	0.00126	0.00132	0.00134	7E-05	4E-05	6E-05	0.00575	0.00672	0.0036
LPE 19:1	0.00022	0.00012	0.00019	3E-05	8E-05	5E-05	2E-05	3E-05	5E-05	0.00039	0.00012	9E-05
LPG 18:2	4E-05	3E-05	4E-05	5E-05	5E-05	0.00011	8E-05	5E-05	6E-05	6E-05	5E-05	1E-05
LPG O-18:1	0.00023	0.00019	0.00032	5E-05	6E-05	9E-05	5E-05	6E-05	4E-05	0.00029	0.00048	0.0001
LPG O-18:3	6E-05	0.00017	7E-05	0	0.00018	0.00021	0.00028	0.00032	0.00028	0.00055	0.0005	0.00014
LPG O-19:2	1E-05	2E-05	2E-05	0	0	0	0	0	0	3E-05	4E-05	1E-05
LPG O-20:2	0.00019	0.00019	0.0002	6E-05	5E-05	9E-05	9E-05	9E-05	5E-05	0.00031	0.00041	7E-05
LPI 18:2	3E-05	5E-05	4E-05	0	0	0	0	0	0	0.00016	0.00022	7E-05
LPS 16:0	9E-05	8E-05	6E-05	0	0	0	0	0	0	0.00018	0.00046	8E-05
MIPC 20:0;3O_14:0;(2OH)	4E-05	5E-05	5E-05	3E-05	4E-05	4E-05	7E-05	3E-05	5E-05	5E-05	4E-05	5E-05
MIPC 21:0;3O_19:0;(2OH)	0.00076	0.0009	0.00094	0.00018	0.00036	0.0003	0.00039	0.00046	0.00076	0.00038	0.00051	0.00044
MIPC 21:0;3O_21:1;(2OH)	0.0001	0.00021	0.00013	0.0001	0.00033	0.00032	0.00109	0.00107	0.00129	0.00097	0.00115	0.00066
MMPE 16:0_18:2	0.0001	0.00012	0.0001	0	0	0	0	0	0	0.00011	0.00017	9E-05
MMPE 16:0_19:0	0	0	0	1E-05	2E-05	0	6E-05	0.00014	0.00013	3E-05	3E-05	2E-05
MMPE 18:1_18:2	0.00013	0.00014	0.00014	1E-05	6E-05	8E-05	5E-05	6E-05	6E-05	0.00021	0.00029	0.00013
MMPE 18:2_18:2	0.00045	0.00049	0.00044	0.00026	0.00053	0.00042	0	0	0	0.00025	0.00037	0.00017
PA 13:1_20:1	0	0	0	0	0	0	7E-05	0	4E-05	0	0	0
PA 14:0_18:1	0.00015	0.00012	0.0001	5E-05	8E-05	8E-05	1E-05	1E-05	2E-05	0	4E-05	2E-05
PA 14:0_18:2	0.00023	0.00017	0.00014	0.0001	0.00011	0.0001	0	0	0	5E-05	8E-05	2E-05
PA 15:0_18:1	0.00018	0.00015	0.00013	6E-05	0.00016	0.00015	2E-05	3E-05	3E-05	4E-05	0.00011	4E-05
PA 15:0_18:2	0.001	0.00086	0.00065	0.00065	0.00074	0.00064	0.00018	0.00023	0.00031	0.00065	0.00047	0.00041
PA 15:0_18:3	0	0	0	0	0	0	0	1E-05	0	0.0002	0.00019	0.00012
